name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
belgrade,2023-08-01,31,15.7,24.4,29.9,15.7,24.1,14,55.7,0,0,0,,0,0,57.6,16,145.2,1008.1,22.8,17.3,,,,,2023-08-01T05:23:32,2023-08-01T20:04:52,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-02,27.3,17.7,21.9,27.3,17.7,21.9,15.5,68.4,0.298,100,4.17,rain,0,0,32,25.6,220.3,1009.4,47.4,17.1,,,,,2023-08-02T05:24:40,2023-08-02T20:03:36,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-08-03,34.8,19.9,27.4,35,19.9,27.7,17,55.9,0,0,0,,0,0,39.6,13.6,135.4,1008.1,8.4,18.9,,,,,2023-08-03T05:25:48,2023-08-03T20:02:19,0.56,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-08-04,35.5,21.5,29.4,38.6,21.5,31.1,19.5,56.7,0,0,0,,0,0,50.4,12,72.1,1007.6,23.2,16.5,,,,,2023-08-04T05:26:56,2023-08-04T20:01:00,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-05,29.3,18,22.4,31.5,18,22.6,19.4,84,29.712,100,4.17,rain,0,0,72,21.3,230,1005.1,66.8,12.6,,,,,2023-08-05T05:28:05,2023-08-05T19:59:39,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-06,24.1,16.9,19.2,24.1,16.9,19.2,16.7,86,21.991,100,8.33,rain,0,0,42.5,22.6,254.5,1004.8,70.3,13.2,,,,,2023-08-06T05:29:13,2023-08-06T19:58:17,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-07,24.6,14,18.5,24.6,14,18.5,13.5,75.1,14.834,100,4.17,rain,0,0,42.8,18.8,200.9,1011.9,49.1,15.3,,,,,2023-08-07T05:30:23,2023-08-07T19:56:54,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-08-08,23.3,14.7,18.7,23.3,14.7,18.7,10.5,60.6,0,0,0,,0,0,31.7,16.8,311.2,1019,52.6,19.7,,,,,2023-08-08T05:31:32,2023-08-08T19:55:29,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-09,25,13.4,19.8,25,13.4,19.8,12.5,64.9,0,0,0,,0,0,24.8,13.6,74.6,1017.7,50.3,18.1,,,,,2023-08-09T05:32:42,2023-08-09T19:54:03,0.76,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-10,24.3,17,19.8,24.3,17,19.8,14.4,71.7,0.095,100,12.5,rain,0,0,23.8,20.6,354.2,1019,51.6,15.7,,,,,2023-08-10T05:33:52,2023-08-10T19:52:35,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,13173099999,LYBE,13272599999,13183099999,13180099999,13279099999,13274099999,LYVR,LYBT"
belgrade,2023-08-11,25.8,13.4,20.2,25.8,13.4,20.2,11.9,62.6,0,0,0,,0,0,24.8,11.1,281.4,1022.1,23.4,17.3,,,,,2023-08-11T05:35:02,2023-08-11T19:51:06,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-12,27.1,13.4,20.7,26.7,13.4,20.7,11.8,59.9,0,0,0,,0,0,23.4,11.7,328.4,1021.7,8.1,16.9,,,,,2023-08-12T05:36:12,2023-08-12T19:49:36,0.86,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-13,28.6,14.7,22,27.8,14.7,21.9,12.5,58.7,0,0,0,,0,0,19.8,10.8,56.2,1020.6,2.9,15.7,,,,,2023-08-13T05:37:22,2023-08-13T19:48:05,0.9,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-08-14,30.3,16.1,24,29.6,16.1,23.9,14.8,59.5,0,0,0,,0,0,32.8,19.5,97.4,1019.8,7.1,17.3,,,,,2023-08-14T05:38:33,2023-08-14T19:46:32,0.93,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-15,27,18.6,23,27,18.6,23,15.8,65,0.2,100,8.33,rain,0,0,58,30.6,100.8,1018.7,50.6,15.7,,,,,2023-08-15T05:39:43,2023-08-15T19:44:58,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-16,23.6,18,20.6,23.6,18,20.6,18.7,89.6,9.957,100,12.5,rain,0,0,32.8,13.7,32.4,1018.2,61.1,11.3,,,,,2023-08-16T05:40:54,2023-08-16T19:43:23,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-17,27.3,16.8,22.3,29,16.8,22.6,19.3,84.7,0.012,100,4.17,rain,0,0,22.3,10.7,30.9,1017,34.8,10,,,,,2023-08-17T05:42:05,2023-08-17T19:41:47,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-08-18,31.1,19.7,25.2,32.9,19.7,25.9,19.9,74.7,0,0,0,,0,0,26.3,14.2,93.3,1015.9,45.3,10.3,,,,,2023-08-18T05:43:16,2023-08-18T19:40:10,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-19,32,20.8,25.9,32.2,20.8,26.3,19.7,71.7,0,0,0,,0,0,44.6,26.8,103.6,1016.4,62.1,11.4,,,,,2023-08-19T05:44:26,2023-08-19T19:38:32,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-20,33.3,19.7,26.9,34.5,19.7,27.5,19.2,66.3,0,0,0,,0,0,25.2,10.7,4.4,1018.1,52.2,13.4,,,,,2023-08-20T05:45:37,2023-08-20T19:36:53,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-21,34,20.7,27.7,35.9,20.7,28.5,19.9,65.8,0,0,0,,0,0,28.4,15.6,330.1,1018.9,13.1,12.4,,,,,2023-08-21T05:46:48,2023-08-21T19:35:13,0.17,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-22,34,20.4,27.4,36.5,20.4,28.4,20,66.8,0,0,0,,0,0,17.6,10.8,48.9,1017.9,4.4,12.1,,,,,2023-08-22T05:47:59,2023-08-22T19:33:32,0.21,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-23,34.3,20.7,28.2,35.2,20.7,29.1,19.5,62.6,0,0,0,,0,0,25.2,10.1,46,1016,13.5,11.6,,,,,2023-08-23T05:49:10,2023-08-23T19:31:50,0.24,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-24,33.4,22,27.6,34.5,22,28.4,19.7,64.3,0,0,0,,0,0,31.3,16.9,334.4,1015.8,39.7,11.4,,,,,2023-08-24T05:50:21,2023-08-24T19:30:08,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-08-25,34,19.7,27.5,34.6,19.7,27.8,18.3,61,0,0,0,,0,0,17.3,13.7,95.2,1014.6,9.5,12.8,,,,,2023-08-25T05:51:32,2023-08-25T19:28:24,0.31,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-26,35.7,20.7,28.6,36.3,20.7,29.2,17.6,54.3,0,0,0,,0,0,27,15.5,110,1012.1,0,14.5,,,,,2023-08-26T05:52:43,2023-08-26T19:26:40,0.34,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-27,37,20.8,29.5,38.3,20.8,30.2,18.4,54.6,0,0,0,,0,0,38.9,22.5,131.8,1009.1,4.6,13.4,,,,,2023-08-27T05:53:54,2023-08-27T19:24:55,0.38,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-08-28,37,24.2,30.7,38.2,24.2,31.1,16.6,43.9,0,0,0,,0,0,75.6,29.6,133,1004.2,14.7,13.5,,,,,2023-08-28T05:55:05,2023-08-28T19:23:09,0.41,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-29,29.7,20.4,24.8,29.9,20.4,24.8,16.1,59.6,0.503,100,12.5,rain,0,0,75.6,22.5,117.3,1002.9,60.5,13.5,,,,,2023-08-29T05:56:16,2023-08-29T19:21:22,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-08-30,25.7,16.5,21,25.7,16.5,21,15.9,74.2,0.207,100,8.33,rain,0,0,48.2,34.2,5,1005.4,58,13.4,,,,,2023-08-30T05:57:27,2023-08-30T19:19:35,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-08-31,25.6,15,19.9,25.6,15,19.9,15.7,79,8.998,100,8.33,rain,0,0,28.4,10.8,323.7,1012.9,49.8,11.4,,,,,2023-08-31T05:58:37,2023-08-31T19:17:48,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-09-01,26.8,15.5,20.9,26.7,15.5,20.9,15.3,73.5,0,0,0,,0,0,21.6,9.5,268.3,1019.1,39.2,13.2,,,,,2023-09-01T05:59:48,2023-09-01T19:15:59,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-09-02,29.3,15.4,22.5,28.5,15.4,22.4,14.3,64.1,0,0,0,,0,0,15.1,9,80.6,1020.4,0.8,13.5,,,,,2023-09-02T06:00:59,2023-09-02T19:14:10,0.58,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYBT"
belgrade,2023-09-03,30,16.1,21.8,29.2,16.1,21.7,14.8,67.8,4.954,100,4.17,rain,0,0,37.8,23.5,313.4,1020.4,46.6,12.6,,,,,2023-09-03T06:02:10,2023-09-03T19:12:21,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-09-04,24,14,18.7,24,14,18.7,13.7,74.9,2.689,100,12.5,rain,0,0,46.4,30,357.5,1020.2,69.4,12.4,,,,,2023-09-04T06:03:21,2023-09-04T19:10:31,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-09-05,26.1,13.7,19.8,26.1,13.7,19.8,13.8,70.4,0,0,0,,0,0,25.6,13.4,27.6,1021,47.7,12.8,,,,,2023-09-05T06:04:31,2023-09-05T19:08:40,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-09-06,28,14.5,22,27.6,14.5,22,14.5,66.7,0,0,0,,0,0,39.6,17.7,94.4,1021.9,30.2,15.4,,,,,2023-09-06T06:05:42,2023-09-06T19:06:50,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-09-07,28.1,18.1,22.7,27.5,18.1,22.6,13.1,57.4,0,0,0,,0,0,43.2,24.3,111.7,1021.6,19.5,14.6,,,,,2023-09-07T06:06:53,2023-09-07T19:04:58,0.75,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-09-08,29,15.5,22.7,28.1,15.5,22.5,12.3,54.9,0,0,0,,0,0,43.2,24.7,104.7,1020.6,24.3,14.1,,,,,2023-09-08T06:08:04,2023-09-08T19:03:07,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-09-09,30,15.8,23.3,28.8,15.8,23,12.1,52.7,0,0,0,,0,0,25.6,15.5,74.2,1019.1,2.9,14,,,,,2023-09-09T06:09:14,2023-09-09T19:01:15,0.81,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-09-10,30,15.1,22.7,28.9,15.1,22.4,12.4,56.1,0,0,0,,0,0,16.9,10.6,126.9,1018.9,4.3,13.8,,,,,2023-09-10T06:10:25,2023-09-10T18:59:22,0.84,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-09-11,30.3,14.5,23.4,29.2,14.5,23.1,12.2,52.8,0,0,0,,0,0,26.3,12.9,115.4,1016.7,0,14.4,,,,,2023-09-11T06:11:36,2023-09-11T18:57:30,0.88,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-09-12,32.7,15.8,24.5,31.2,15.8,24.1,12.1,49.9,0,0,0,,0,0,32.4,15.1,110.1,1014.4,2.3,13.8,,,,,2023-09-12T06:12:47,2023-09-12T18:55:37,0.91,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-09-13,33,17,25,31.8,17,24.7,13,49.7,0,0,0,,0,0,16.2,13.4,225.3,1014.6,50.4,12.4,,,,,2023-09-13T06:13:58,2023-09-13T18:53:43,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-09-14,29,19,23.7,28.8,19,23.7,15.4,61,0.1,100,4.17,rain,0,0,33.1,26.2,261.3,1016.3,68,12.2,,,,,2023-09-14T06:15:09,2023-09-14T18:51:50,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13266099999,13274099999,LYVR,LYBT"
belgrade,2023-09-15,25.3,17.3,21.2,25.3,17.3,21.2,15.7,72.9,0,0,0,,0,0,27.4,17.8,349.1,1019.2,67.1,14.1,,,,,2023-09-15T06:16:20,2023-09-15T18:49:57,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-09-16,27,16,21.4,27.3,16,21.5,15.7,72.2,0,0,0,,0,0,46.8,21.3,108.9,1019.2,51.7,13.2,,,,,2023-09-16T06:17:31,2023-09-16T18:48:03,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-09-17,27.7,18,22.3,28.4,18,22.4,17,73.7,0,0,0,,0,0,57.6,23.6,119.2,1019.2,34.4,12.2,,,,,2023-09-17T06:18:42,2023-09-17T18:46:09,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-09-18,29,18,23.2,28.9,18,23.2,15.5,64.4,0,0,0,,0,0,72,27.8,126.9,1017.2,27.2,13,,,,,2023-09-18T06:19:53,2023-09-18T18:44:15,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-09-19,30,19.6,24.1,29.8,19.6,24.1,14.4,55.3,1.3,100,16.67,rain,0,0,86.4,25.4,113.1,1014.6,60.2,11.8,,,,,2023-09-19T06:21:04,2023-09-19T18:42:21,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-09-20,28,14.4,21.7,27.7,14.4,21.7,14,65.1,1.578,100,4.17,rain,0,0,16.6,10.7,61.7,1017.5,44.9,13.4,,,,,2023-09-20T06:22:16,2023-09-20T18:40:27,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-09-21,30,19.7,23.3,30.1,19.7,23.3,16.3,66.6,4.941,100,8.33,rain,0,0,90,21.9,131.6,1012.5,66.8,12.2,,,,,2023-09-21T06:23:27,2023-09-21T18:38:34,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-09-22,32,18.5,25.1,31.7,18.5,25.1,16.2,61.4,0,0,0,,0,0,50.4,20.3,153.7,1010.7,52.3,13.4,,,,,2023-09-22T06:24:39,2023-09-22T18:36:40,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-09-23,30,18.6,24.7,29.9,18.6,24.7,15.1,56.6,0.197,100,4.17,rain,0,0,41.4,33.5,22.6,1012.5,57.2,12.4,,,,,2023-09-23T06:25:50,2023-09-23T18:34:46,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-09-24,20.1,14.9,17.5,20.1,14.9,17.5,15.6,88.8,0.19,100,12.5,rain,0,0,36.4,27,260,1016.7,78.7,11.6,,,,,2023-09-24T06:27:02,2023-09-24T18:32:52,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-09-25,22.4,14.8,18,22.4,14.8,18,16.5,91.3,74.991,100,12.5,rain,0,0,29.9,17.4,296.4,1020.9,67.1,9.8,,,,,2023-09-25T06:28:14,2023-09-25T18:30:58,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-09-26,27.3,15.7,20,27,15.7,20,14.4,74.6,0,0,0,,0,0,29.2,20.5,83.9,1021.6,65.5,7.8,,,,,2023-09-26T06:29:26,2023-09-26T18:29:05,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYBT"
belgrade,2023-09-27,27.3,15.4,21.2,26.8,15.4,21.2,11.1,55,0,0,0,,0,0,40.3,27.9,98.6,1021.3,22.8,13.8,,,,,2023-09-27T06:30:39,2023-09-27T18:27:12,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-09-28,27,12,20.2,26.6,12,20.2,11,59.1,0,0,0,,0,0,34.9,20,106.7,1020.6,6,13,,,,,2023-09-28T06:31:51,2023-09-28T18:25:18,0.47,Clear,Clear conditions throughout the day.,clear-day,"13272099999,13173099999,LYBE,13272599999,13183099999,13180099999,13266099999,13274099999,LYVR,LYBT"
belgrade,2023-09-29,27.7,12.4,19.6,26.9,12.4,19.5,11.2,63.1,0,0,0,,0,0,15.5,7.6,112,1021.4,26.7,13,,,,,2023-09-29T06:33:04,2023-09-29T18:23:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYBT"
belgrade,2023-09-30,27.3,12.4,19.4,27,12.4,19.4,12,66,0,0,0,,0,0,22.7,15.1,284.7,1021.3,26.7,12.3,,,,,2023-09-30T06:34:17,2023-09-30T18:21:33,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-01,23,15.4,18.5,23,15.4,18.5,12.4,69.8,0,0,0,,0,0,33.5,21.8,293,1023.2,59.3,11.8,,,,,2023-10-01T06:35:30,2023-10-01T18:19:41,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-02,23,10.4,16.3,23,10.4,16.3,10.3,70,0,0,0,,0,0,29.2,10.7,262.9,1025.8,15.5,13.4,,,,,2023-10-02T06:36:44,2023-10-02T18:17:49,0.6,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-03,26,11.1,18.4,26,11.1,18.4,10.9,64,0,0,0,,0,0,27.7,15.6,128.6,1023.3,2.9,14.6,,,,,2023-10-03T06:37:57,2023-10-03T18:15:57,0.63,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-10-04,25.1,11.7,18,25.1,11.7,18,10.7,64.7,0,0,0,,0,0,35.3,22.7,307.6,1023.5,56.3,13.6,,,,,2023-10-04T06:39:11,2023-10-04T18:14:06,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-10-05,23.1,10.4,16.4,23.1,10.4,16.4,9.3,65.2,0,0,0,,0,0,11.5,9.5,272,1025.3,54.7,13.6,,,,,2023-10-05T06:40:25,2023-10-05T18:12:15,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,13173099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-10-06,22.3,11.7,16,22.3,11.7,16,9.5,68.2,0,0,0,,0,0,37.1,14,273,1025.9,45.4,13.2,,,,,2023-10-06T06:41:39,2023-10-06T18:10:25,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-10-07,23.3,8.8,15.7,23.3,8.3,15.7,8,64.8,0,0,0,,0,0,16.2,11.1,211.7,1024,25.7,13.4,,,,,2023-10-07T06:42:54,2023-10-07T18:08:35,0.76,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-08,26,12.5,18.2,26,12.5,18.2,8.7,55.4,0,0,0,,0,0,64.8,43.9,293.8,1019.8,79.1,14.6,,,,,2023-10-08T06:44:09,2023-10-08T18:06:46,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-09,22,7.7,15.4,22,7.7,15.4,7.4,60.2,0,0,0,,0,0,21.6,13.3,129.2,1023,58.4,14.2,,,,,2023-10-09T06:45:24,2023-10-09T18:04:58,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-10,21.8,14.9,17.6,21.8,14.9,17.6,12.7,73.7,0.003,100,4.17,rain,0,0,25.9,17.2,12.9,1021.8,60.4,13.2,,,,,2023-10-10T06:46:40,2023-10-10T18:03:10,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-10-11,23,10.5,16.6,23,10.5,16.6,11.5,74.9,0,0,0,,0,0,43.2,13.6,118,1024.4,13.2,11.5,,,,,2023-10-11T06:47:55,2023-10-11T18:01:22,0.89,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-12,27.7,11.1,18.4,27.1,11.1,18.3,10.1,60.7,0,0,0,,0,0,50.4,14.1,119.8,1020.2,1.5,13.6,,,,,2023-10-12T06:49:11,2023-10-12T17:59:35,0.92,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-10-13,26,11.4,18.5,26,11.4,18.5,12.5,70.7,0,0,0,,0,0,14.4,8.8,146.7,1020,28.3,11.7,,,,,2023-10-13T06:50:28,2023-10-13T17:57:49,0.96,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-14,27.5,12.2,19.4,26.9,12.2,19.4,11.6,63.5,0,0,0,,0,0,27.7,10.4,179.4,1014.5,15,11.8,,,,,2023-10-14T06:51:45,2023-10-14T17:56:04,0,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-15,17.8,10,14,17.8,10,14,10.4,79.9,0.339,100,4.17,rain,0,0,37.8,26.9,299.6,1013.9,67.7,12.7,,,,,2023-10-15T06:53:02,2023-10-15T17:54:19,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-16,13.6,7,9.5,13.6,3.9,8.4,6,80.7,2.761,100,8.33,rain,0,0,31.7,25,269.4,1022.5,66.2,11.6,,,,,2023-10-16T06:54:19,2023-10-16T17:52:36,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-10-17,13.3,2.7,8,13.3,2.7,7.8,4.5,80.6,0,0,0,,0,0,15.5,9.3,57.5,1021.2,63.8,10.7,,,,,2023-10-17T06:55:36,2023-10-17T17:50:53,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
