name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
belgrade,2024-05-11,24,11.5,17.8,24,11.5,17.8,8.1,55.8,0.6,100,4.17,rain,0,0,22.3,12.8,258.9,1018.3,39.9,15.8,,,,,2024-05-11T05:14:03,2024-05-11T19:55:49,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT,13168099999"
belgrade,2024-05-12,21.5,13.1,16.5,21.5,13.1,16.5,11.3,72.4,3.28,100,8.33,rain,0,0,32.8,17.2,284.3,1017.8,61.4,14.4,,,,,2024-05-12T05:12:51,2024-05-12T19:56:59,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-05-13,22.3,7.5,15.9,22.3,7.5,15.8,7.2,63,0,0,0,,0,0,32.4,10.8,344.1,1017.4,31.4,11.3,,,,,2024-05-13T05:11:40,2024-05-13T19:58:08,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,13269099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-05-14,19.6,11,15.4,19.6,11,15.4,9.6,69.3,0.003,100,4.17,rain,0,0,54,15.7,162.3,1014,74.8,13,,,,,2024-05-14T05:10:32,2024-05-14T19:59:17,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-05-15,19.3,12.5,15.8,19.3,12.5,15.8,9.8,69.1,0,0,0,,0,0,61.2,31.9,121.5,1015.5,54.5,14.6,,,,,2024-05-15T05:09:24,2024-05-15T20:00:25,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-05-16,21.3,13.5,16.4,21.3,13.5,16.4,9.9,66.7,0.029,100,4.17,rain,0,0,90,41.2,129,1014.1,68.3,13,,,,,2024-05-16T05:08:19,2024-05-16T20:01:33,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-05-17,22.9,14.4,17.6,22.9,14.4,17.6,11.1,66.5,2.196,100,8.33,rain,0,0,111.6,40.9,131.7,1011.4,69,13.6,,,,,2024-05-17T05:07:16,2024-05-17T20:02:39,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-05-18,26,11.8,19.9,26,11.8,19.9,11.3,62.4,3.955,100,4.17,rain,0,0,72.4,15.4,120.7,1014.4,41.2,12.9,,,,,2024-05-18T05:06:14,2024-05-18T20:03:45,0.33,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-05-19,27.3,17.8,22.1,27.3,17.8,22.1,14,61.3,0,0,0,,0,0,64.8,20.5,136.3,1011.6,72.1,13.6,,,,,2024-05-19T05:05:14,2024-05-19T20:04:50,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-05-20,25,17,21,25,17,21,16.2,75.3,0.325,100,4.17,rain,0,0,64.8,25.2,116.5,1012.1,58.6,15.1,,,,,2024-05-20T05:04:16,2024-05-20T20:05:54,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-05-21,27,16.6,21.8,27.7,16.6,21.9,15.6,69.1,0,0,0,,0,0,81.7,38.9,123.5,1009.2,58.6,12.9,,,,,2024-05-21T05:03:20,2024-05-21T20:06:58,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13279099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-05-22,23.6,15.7,19.3,23.6,15.7,19.3,15.5,80.1,24.838,100,12.5,rain,0,0,68.4,24.2,171.6,1010.7,66.8,12.2,,,,,2024-05-22T05:02:26,2024-05-22T20:08:00,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-05-23,20.2,14.1,16.5,20.2,14.1,16.5,14.6,88.8,6.519,100,16.67,rain,0,0,35.3,21.4,260.2,1015,63,14.8,,,,,2024-05-23T05:01:34,2024-05-23T20:09:01,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13272099999,LYBE,13272599999,13183099999,13180099999,13266099999,13274099999,LYVR,LYBT"
belgrade,2024-05-24,23.3,15,18.2,23.3,15,18.2,14.9,82.7,5.132,100,16.67,rain,0,0,22,12.7,53,1018.3,46.7,12.8,,,,,2024-05-24T05:00:44,2024-05-24T20:10:02,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-05-25,27,13.4,20.5,26.7,13.4,20.5,12.8,66.2,0,0,0,,0,0,44.6,26,108.7,1016.6,35.7,13.4,,,,,2024-05-25T04:59:56,2024-05-25T20:11:01,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-05-26,25.6,16.1,20.9,25.6,16.1,20.9,10.3,53.4,0,0,0,,0,0,55.4,22.1,110.5,1017.2,68,14.2,,,,,2024-05-26T04:59:10,2024-05-26T20:11:59,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-05-27,27.8,12.7,19.3,26.9,12.7,19.3,12,67.8,0,0,0,,0,0,15.5,17.9,241.3,1018.4,40.3,12.8,,,,,2024-05-27T04:58:27,2024-05-27T20:12:56,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,13173099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-05-28,26.1,13.8,20.2,26.1,13.8,20.2,10.6,57.6,0,0,0,,0,0,30.6,15.6,46.3,1014.1,31.9,14.2,,,,,2024-05-28T04:57:45,2024-05-28T20:13:52,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-05-29,26,15,20.1,26,15,20.1,13.3,66.9,1.972,100,4.17,rain,0,0,46.4,29.1,279.3,1012.4,52.3,13.7,,,,,2024-05-29T04:57:06,2024-05-29T20:14:46,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT,13168099999"
belgrade,2024-05-30,27,15.5,20.6,26.8,15.5,20.6,14.3,69.9,1.094,100,12.5,rain,0,0,29.5,23,189.4,1008,39,12.8,,,,,2024-05-30T04:56:28,2024-05-30T20:15:39,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-05-31,25.5,15.8,20.7,25.5,15.8,20.7,14.6,70,2.017,100,8.33,rain,0,0,43.2,23.3,165.2,1007.7,61.9,13.8,,,,,2024-05-31T04:55:53,2024-05-31T20:16:31,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-06-01,28.8,18.5,23.7,28.2,18.5,23.7,13.1,52.5,0.001,100,4.17,rain,0,0,38.9,25,181,1010.9,37,14.6,,,,,2024-06-01T04:55:20,2024-06-01T20:17:21,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-06-02,29,16.1,23.1,27.9,16.1,22.9,10.7,48.2,0,0,0,,0,0,57.6,17.7,140.4,1015.4,47.5,14.5,,,,,2024-06-02T04:54:50,2024-06-02T20:18:10,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-06-03,25,16.1,19,25,16.1,19,16.3,85.5,17.938,100,8.33,rain,0,0,61.2,33.3,176.7,1013.3,63.5,13,,,,,2024-06-03T04:54:21,2024-06-03T20:18:57,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-06-04,25.1,13.7,19.8,25.1,13.7,19.8,14.1,71.9,0,0,0,,0,0,37.4,26.6,263,1013.2,24.3,14.5,,,,,2024-06-04T04:53:55,2024-06-04T20:19:42,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-06-05,26.3,14.4,21,26.3,14.4,21,14.7,69.5,0,0,0,,0,0,26.6,14.3,203.4,1014.9,30.4,15.4,,,,,2024-06-05T04:53:31,2024-06-05T20:20:26,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-06-06,29.1,16.1,23.3,28.7,16.1,23.2,14.9,62.7,0,0,0,,0,0,19.1,9.3,95.3,1016.9,14.8,13.8,,,,,2024-06-06T04:53:10,2024-06-06T20:21:08,0,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-06-07,31.6,17.1,25.4,30.3,17.1,25.2,14.4,54,0,0,0,,0,0,18.7,10.5,10.3,1015.6,34.3,15.4,,,,,2024-06-07T04:52:51,2024-06-07T20:21:49,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13266099999,13274099999,LYVR,LYBT"
belgrade,2024-06-08,32,18.4,26,31.7,18.4,25.9,15.8,56.7,0,0,0,,0,0,15.5,12.6,57.7,1013.3,27.4,13.8,,,,,2024-06-08T04:52:34,2024-06-08T20:22:28,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-06-09,31.6,21.5,27.1,32.8,21.5,27.5,16.8,54,0,0,0,,0,0,36,19.9,247.8,1008.9,38.6,13.4,,,,,2024-06-09T04:52:19,2024-06-09T20:23:05,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-06-10,35.2,22.1,28.1,35.4,22.1,27.9,16.2,51.5,0.992,100,4.17,rain,0,0,59.8,26.5,197.4,1005,42.6,12.5,,,,,2024-06-10T04:52:07,2024-06-10T20:23:40,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-06-11,26.8,19.7,22.6,28.2,19.7,22.7,18.6,78.8,6.057,100,8.33,rain,0,0,39.6,21.9,344.7,1009.2,47.5,12.5,,,,,2024-06-11T04:51:56,2024-06-11T20:24:13,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-06-12,24.8,17.7,20.6,24.8,17.7,20.6,17.8,84.6,5.238,100,8.33,rain,0,0,37.4,22.3,240.9,1013.1,75.2,11.3,,,,,2024-06-12T04:51:49,2024-06-12T20:24:44,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-06-13,21,15,17.7,21,15,17.7,16,90,3.706,100,12.5,rain,0,0,30.6,18.2,278.7,1015.1,84.6,10.1,,,,,2024-06-13T04:51:43,2024-06-13T20:25:13,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13266099999,13274099999,LYVR,LYBT"
belgrade,2024-06-14,24.3,12.8,18.3,24.3,12.8,18.3,11.5,69.3,0.818,100,8.33,rain,0,0,32,18.2,286.7,1016,53.9,12.2,,,,,2024-06-14T04:51:40,2024-06-14T20:25:40,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-06-15,28,13.4,21.3,27.1,13.4,21.2,11.4,57.4,0,0,0,,0,0,15.5,11.3,130.9,1013.1,6.6,14.8,,,,,2024-06-15T04:51:39,2024-06-15T20:26:06,0.29,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT,13168099999"
belgrade,2024-06-16,30.3,16.1,24.2,29.5,16.1,24,13.6,54.2,0,0,0,,0,0,19.4,10.6,314.6,1011.3,28.2,15.4,,,,,2024-06-16T04:51:41,2024-06-16T20:26:29,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-06-17,30.1,18.7,25,30.1,18.7,25.1,16.9,63.2,1.029,100,4.17,rain,0,0,20.2,12.8,33.3,1014.9,41.3,13.8,,,,,2024-06-17T04:51:44,2024-06-17T20:26:50,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13266099999,13274099999,LYVR,LYBT"
belgrade,2024-06-18,33.3,19.3,26.9,32.9,19.3,26.9,16.5,56.4,0,0,0,,0,0,21.2,16.1,86.2,1017.1,16.5,14.6,,,,,2024-06-18T04:51:50,2024-06-18T20:27:08,0.38,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-06-19,35.6,20.1,29.1,36.7,20.1,29.4,16.5,49.2,0,0,0,,0,0,19.8,12,220.5,1015.5,0.8,14.6,,,,,2024-06-19T04:51:58,2024-06-19T20:27:25,0.42,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT,13168099999"
belgrade,2024-06-20,34.1,22.4,28.8,35.5,22.4,29.5,18.1,54.2,0,0,0,,0,0,18.4,13.5,287.4,1017.2,45.4,13.3,,,,,2024-06-20T04:52:08,2024-06-20T20:27:39,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,13269099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-06-21,35.1,22.4,29.2,38.2,22.4,30.9,20.5,61.9,0,0,0,,0,0,54,14.9,110.8,1015.7,36.9,12.4,,,,,2024-06-21T04:52:21,2024-06-21T20:27:51,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-06-22,37,23.5,30.1,39.4,23.5,31.6,20.2,57.7,0.497,100,4.17,rain,0,0,50.4,23.6,127.4,1008.7,31.2,12.1,,,,,2024-06-22T04:52:36,2024-06-22T20:28:01,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-06-23,29.8,20.1,25.5,32.1,20.1,26.1,20,73.3,0.099,100,4.17,rain,0,0,32.8,22.4,298.9,1009.3,60.7,11.7,,,,,2024-06-23T04:52:52,2024-06-23T20:28:09,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-06-24,32,20.7,26.6,33.1,20.7,27.1,18.6,63.8,0,0,0,,0,0,29.5,13.9,357.3,1012,62.7,14.2,,,,,2024-06-24T04:53:11,2024-06-24T20:28:14,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13266099999,13274099999,LYVR,LYBT"
belgrade,2024-06-25,32.5,20.5,25.8,33.7,20.5,26.2,17.8,63.1,1.985,100,4.17,rain,0,0,44.3,14.1,18,1013.8,64.5,15.1,,,,,2024-06-25T04:53:32,2024-06-25T20:28:17,0.62,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"13272099999,13173099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT,13168099999"
belgrade,2024-06-26,27,20.7,22.8,28,20.7,22.8,18.7,78.7,4.084,100,12.5,rain,0,0,70.6,24.3,133.4,1012.9,62.1,11.4,,,,,2024-06-26T04:53:55,2024-06-26T20:28:18,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-06-27,27,18.9,22.5,28.3,18.9,22.6,18.2,78,0.014,100,8.33,rain,0,0,66.6,23.3,174.2,1010.4,69.7,13,,,,,2024-06-27T04:54:20,2024-06-27T20:28:17,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-06-28,29.3,18.5,23.6,30.1,18.5,23.9,18.2,74.3,127.552,100,8.33,rain,0,0,28.8,15.8,221,1014.4,56.7,12.9,,,,,2024-06-28T04:54:47,2024-06-28T20:28:13,0.75,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"13272099999,LYBE,13272599999,13183099999,13180099999,13266099999,13274099999,LYVR,LYBT"
belgrade,2024-06-29,32.6,20.4,26.7,33.3,20.4,27.4,19.2,66.7,0,0,0,,0,0,16.9,11.8,248.2,1017,19.5,11.8,,,,,2024-06-29T04:55:16,2024-06-29T20:28:06,0.76,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-06-30,34.3,22.7,28.5,36.3,22.7,29.5,19.2,58.8,0,0,0,,0,0,59.4,21.9,135.6,1012.3,40,15.4,,,,,2024-06-30T04:55:47,2024-06-30T20:27:58,0.8,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-07-01,33.7,18.5,28.5,34.5,18.5,29.1,18.7,57.6,0,0,0,,0,0,61.2,23.6,270.2,1009.1,43.8,13,,,,,2024-07-01T04:56:20,2024-07-01T20:27:47,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
